"藩","藩庁所在地","石高","NDLデジコレ","lon","lat","ウィキペディア"
"三田藩","兵庫県三田市屋敷町",36000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",135.22086,34.88598,"https://ja.wikipedia.org/wiki/三田藩"
"綾部藩","京都府綾部市青野町",19500,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",135.25569,35.30527,"https://ja.wikipedia.org/wiki/綾部藩"
"福知山藩","京都府福知山市内記",32000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",135.12405,35.29796,"https://ja.wikipedia.org/wiki/福知山藩"
"森藩","大分県玖珠郡玖珠町森",12500,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",131.15828,33.30222,"https://ja.wikipedia.org/wiki/森藩"
"牛久藩","茨城県牛久市城中町",10017,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",140.13252,35.95725,"https://ja.wikipedia.org/wiki/牛久藩"
"柳生藩","奈良県奈良市柳生町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",135.95343,34.72792,"https://ja.wikipedia.org/wiki/柳生藩"
"黒川藩","新潟県胎内市黒川",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",139.44038,38.07948,"https://ja.wikipedia.org/wiki/黒川藩"
"三日市藩","新潟県新発田市上館",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",139.36642,37.97272,"https://ja.wikipedia.org/wiki/三日市藩"
"加賀藩","石川県金沢市丸の内",1025000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",136.65976,36.56605,"https://ja.wikipedia.org/wiki/加賀藩"
"富山藩","富山県富山市丸の内",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",137.20789,36.69294,"https://ja.wikipedia.org/wiki/富山藩"
"大聖寺藩","石川県加賀市大聖寺八間道",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",136.30937,36.30822,"https://ja.wikipedia.org/wiki/大聖寺藩"
"七日市藩","群馬県富岡市七日市",10014,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",138.8797,36.25935,"https://ja.wikipedia.org/wiki/七日市藩"
"薩摩藩","鹿児島県鹿児島市城山町",605000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",130.55296,31.59841,"https://ja.wikipedia.org/wiki/薩摩藩"
"仙台藩","宮城県仙台市青葉区川内",620056,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",140.85562,38.25326,"https://ja.wikipedia.org/wiki/仙台藩"
"福岡藩","福岡県福岡市中央区城内",473100,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",130.38139,33.58515,"https://ja.wikipedia.org/wiki/福岡藩"
"広島藩","広島県広島市中区基町",426500,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/144",132.45758,34.39731,"https://ja.wikipedia.org/wiki/広島藩"
"長州藩","山口県萩市堀内",369411,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",131.38538,34.41296,"https://ja.wikipedia.org/wiki/長州藩"
"佐賀藩","佐賀県佐賀市城内",357036,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",130.2979,33.24545,"https://ja.wikipedia.org/wiki/佐賀藩"
"鳥取藩","鳥取県鳥取市東町",320000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",134.23853,35.5044,"https://ja.wikipedia.org/wiki/鳥取藩"
"岡山藩","岡山県岡山市北区丸の内二丁目",315200,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",133.93361,34.66394,"https://ja.wikipedia.org/wiki/岡山藩"
"福井藩","福井県福井市大手",320000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",136.22697,36.06563,"https://ja.wikipedia.org/wiki/福井藩"
"糸魚川藩","新潟県糸魚川市清崎",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",137.86052,37.03745,"https://ja.wikipedia.org/wiki/糸魚川藩"
"松江藩","島根県松江市殿町",186000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",133.05319,35.47463,"https://ja.wikipedia.org/wiki/松江藩"
"広瀬藩","島根県安来市広瀬町広瀬",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",133.17448,35.36593,"https://ja.wikipedia.org/wiki/広瀬藩"
"母里藩","島根県安来市伯太町西母里",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",133.27066,35.35082,"https://ja.wikipedia.org/wiki/母里藩"
"前橋藩","群馬県前橋市大手町",170000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",139.05923,36.39005,"https://ja.wikipedia.org/wiki/前橋藩"
"津山藩","岡山県津山市山下",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",134.0025,35.06237,"https://ja.wikipedia.org/wiki/津山藩"
"明石藩","兵庫県明石市明石公園",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",134.99307,34.65193,"https://ja.wikipedia.org/wiki/明石藩"
"会津藩","福島県会津若松市追手町",280000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",139.9305,37.4886,"https://ja.wikipedia.org/wiki/会津藩"
"徳島藩","徳島県徳島市徳島町",257000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",134.55771,34.07401,"https://ja.wikipedia.org/wiki/徳島藩"
"土佐藩","高知県高知市丸ノ内一丁目",202600,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",133.52852,33.56128,"https://ja.wikipedia.org/wiki/土佐藩"
"伊予松山藩","愛媛県松山市丸之内",150000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",132.7644,33.84537,"https://ja.wikipedia.org/wiki/伊予松山藩"
"桑名藩","三重県桑名市吉之丸",110000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/145",136.69949,35.06398,"https://ja.wikipedia.org/wiki/桑名藩"
"今治藩","愛媛県今治市通町三丁目",35000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",133.00639,34.06339,"https://ja.wikipedia.org/wiki/今治藩"
"多胡藩","千葉県香取郡多古町多古",12000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",140.47115,35.73571,"https://ja.wikipedia.org/wiki/多胡藩"
"忍藩","埼玉県行田市本丸",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",139.45653,36.13823,"https://ja.wikipedia.org/wiki/忍藩"
"小幡藩","群馬県甘楽郡甘楽町小幡",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",138.92006,36.23212,"https://ja.wikipedia.org/wiki/小幡藩"
"浜田藩","島根県浜田市殿町",61000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",132.07812,34.90107,"https://ja.wikipedia.org/wiki/浜田藩"
"高須藩","岐阜県海津市海津町高須",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",136.63527,35.22063,"https://ja.wikipedia.org/wiki/高須藩"
"西条藩","愛媛県西条市明屋敷",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",133.17735,33.92137,"https://ja.wikipedia.org/wiki/西条藩"
"吉井藩","群馬県高崎市吉井町吉井",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",138.98631,36.25755,"https://ja.wikipedia.org/wiki/吉井藩"
"高松藩","香川県高松市玉藻町",120000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",134.05266,34.3506,"https://ja.wikipedia.org/wiki/高松藩"
"守山藩","福島県郡山市田村町守山",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",140.40332,37.3312,"https://ja.wikipedia.org/wiki/守山藩"
"常陸府中藩","茨城県石岡市石岡",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",140.28401,36.19432,"https://ja.wikipedia.org/wiki/常陸府中藩"
"常陸宍戸藩","茨城県笠間市平町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",140.27072,36.35178,"https://ja.wikipedia.org/wiki/常陸宍戸藩"
"宮津藩","京都府宮津市鶴賀",70000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",135.19797,35.53669,"https://ja.wikipedia.org/wiki/宮津藩"
"三河吉田藩","愛知県豊橋市今橋町",70000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",137.39444,34.76986,"https://ja.wikipedia.org/wiki/三河吉田藩"
"大多喜藩","千葉県夷隅郡大多喜町大多喜",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",140.22989,35.28654,"https://ja.wikipedia.org/wiki/大多喜藩"
"高崎藩","群馬県高崎市高松町",82000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",139.0014,36.3249,"https://ja.wikipedia.org/wiki/高崎藩"
"島原藩","長崎県島原市城内",65909,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",130.36526,32.79194,"https://ja.wikipedia.org/wiki/島原藩"
"松本藩","長野県松本市丸の内",60000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",137.97041,36.23853,"https://ja.wikipedia.org/wiki/松本藩"
"西尾藩","愛知県西尾市錦城町",60000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",137.0499,34.86663,"https://ja.wikipedia.org/wiki/西尾藩"
"府内藩","大分県大分市荷揚町",21205,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/146",131.60912,33.24109,"https://ja.wikipedia.org/wiki/府内藩"
"奥殿藩","愛知県岡崎市奥殿町",16000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",137.20532,35.02642,"https://ja.wikipedia.org/wiki/奥殿藩"
"岩村藩","岐阜県恵那市岩村町",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",137.44041,35.36644,"https://ja.wikipedia.org/wiki/岩村藩"
"上田藩","長野県上田市二の丸",53000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",138.24637,36.40424,"https://ja.wikipedia.org/wiki/上田藩"
"上山藩","山形県上山市元城内",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",140.27501,38.15819,"https://ja.wikipedia.org/wiki/上山藩"
"丹波亀山藩","京都府亀岡市荒塚町",50000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",135.57547,35.01359,"https://ja.wikipedia.org/wiki/丹波亀山藩"
"小島藩","静岡県静岡市清水区小島本町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",138.51498,35.08481,"https://ja.wikipedia.org/wiki/小島藩"
"棚倉藩","福島県東白川郡棚倉町棚倉",60442,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",140.38527,37.02051,"https://ja.wikipedia.org/wiki/棚倉藩"
"尼崎藩","兵庫県尼崎市南城内",40000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",135.41974,34.71407,"https://ja.wikipedia.org/wiki/尼崎藩"
"杵築藩","大分県杵築市杵築",32000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",131.61984,33.4191,"https://ja.wikipedia.org/wiki/杵築藩"
"郡山藩","奈良県大和郡山市城内町",151288,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",135.77728,34.65204,"https://ja.wikipedia.org/wiki/郡山藩"
"笠間藩","茨城県笠間市笠間",80000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",140.26637,36.37795,"https://ja.wikipedia.org/wiki/笠間藩"
"越後長岡藩","新潟県長岡市大手通",74023,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",138.85226,37.44737,"https://ja.wikipedia.org/wiki/越後長岡藩"
"丹後田辺藩","京都府舞鶴市南田辺",35000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",135.33096,35.44704,"https://ja.wikipedia.org/wiki/丹後田辺藩"
"小諸藩","長野県小諸市丁",15000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",138.4167,36.32664,"https://ja.wikipedia.org/wiki/小諸藩"
"平戸藩","長崎県平戸市岩の上町",61700,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",129.55731,33.35875,"https://ja.wikipedia.org/wiki/平戸藩"
"平戸新田藩","長崎県平戸市岩の上町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",129.55731,33.35875,"https://ja.wikipedia.org/wiki/平戸新田藩"
"鯖江藩","福井県鯖江市屋形町",40000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",136.18365,35.94337,"https://ja.wikipedia.org/wiki/鯖江藩"
"松前藩","北海道松前郡松前町松城",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",140.10933,41.42749,"https://ja.wikipedia.org/wiki/松前藩"
"長島藩","三重県桑名市長島町西外面",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/147",136.6955,35.09284,"https://ja.wikipedia.org/wiki/長島藩"
"浅尾藩","岡山県総社市門田",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",133.739,34.68105,"https://ja.wikipedia.org/wiki/浅尾藩"
"園部藩","京都府南丹市園部町小桜町",26700,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",135.47006,35.10571,"https://ja.wikipedia.org/wiki/園部藩"
"福江藩","長崎県五島市池田町",12530,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",128.84689,32.69353,"https://ja.wikipedia.org/wiki/福江藩"
"三上藩","滋賀県野洲市三上",12000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",136.0246,35.05239,"https://ja.wikipedia.org/wiki/三上藩"
"久留米藩","福岡県久留米市篠山町",210000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",130.50659,33.32639,"https://ja.wikipedia.org/wiki/久留米藩"
"丸岡藩","福井県坂井市丸岡町霞町",50000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",136.27119,36.15252,"https://ja.wikipedia.org/wiki/丸岡藩"
"吹上藩","栃木県栃木市吹上町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",139.71056,36.41306,"https://ja.wikipedia.org/wiki/吹上藩"
"備後福山藩","広島県福山市丸之内一丁目",110000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",133.3604,34.49203,"https://ja.wikipedia.org/wiki/備後福山藩"
"白河藩","福島県白河市郭内",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",140.21602,37.13102,"https://ja.wikipedia.org/wiki/白河藩"
"佐貫藩","千葉県富津市佐貫",16000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",139.89391,35.26316,"https://ja.wikipedia.org/wiki/佐貫藩"
"篠山藩","兵庫県篠山市北新町",60000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",135.21638,35.07494,"https://ja.wikipedia.org/wiki/篠山藩"
"郡上藩","岐阜県郡上市八幡町柳町",48000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",136.95761,35.75313,"https://ja.wikipedia.org/wiki/郡上藩"
"館林藩","群馬県館林市城町",60000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",139.54124,36.24653,"https://ja.wikipedia.org/wiki/館林藩"
"三春藩","福島県田村郡三春町大町",50000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",140.4928,37.44247,"https://ja.wikipedia.org/wiki/三春藩"
"磐城平藩","福島県いわき市平字旧城跡",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",140.88945,37.05994,"https://ja.wikipedia.org/wiki/磐城平藩"
"高鍋藩","宮崎県児湯郡高鍋町大字南高鍋",27000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",131.51013,32.1217,"https://ja.wikipedia.org/wiki/高鍋藩"
"岡部藩","埼玉県深谷市岡部",20250,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",139.24892,36.20534,"https://ja.wikipedia.org/wiki/岡部藩"
"麻田藩","大阪府豊中市蛍池中町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/148",135.44908,34.79129,"https://ja.wikipedia.org/wiki/麻田藩"
"久保田藩","秋田県秋田市千秋公園",205800,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",140.1239,39.72304,"https://ja.wikipedia.org/wiki/久保田藩"
"庄内藩","山形県鶴岡市馬場町",170000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",139.82474,38.7281,"https://ja.wikipedia.org/wiki/庄内藩"
"姫路藩","兵庫県姫路市本町",150000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",134.69099,34.83422,"https://ja.wikipedia.org/wiki/姫路藩"
"小浜藩","福井県小浜市城内",103558,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",135.74663,35.50337,"https://ja.wikipedia.org/wiki/小浜藩"
"出羽松山藩","山形県酒田市新屋敷",25000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",139.96017,38.86026,"https://ja.wikipedia.org/wiki/出羽松山藩"
"伊勢崎藩","群馬県伊勢崎市曲輪町",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",139.18973,36.3249,"https://ja.wikipedia.org/wiki/伊勢崎藩"
"安房勝山藩","千葉県安房郡鋸南町勝山",12000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",139.8291,35.11,"https://ja.wikipedia.org/wiki/安房勝山藩"
"敦賀藩","福井県敦賀市鞠山",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",136.07968,35.67938,"https://ja.wikipedia.org/wiki/敦賀藩"
"高田藩","新潟県上越市本城町",150000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",138.25702,37.1103,"https://ja.wikipedia.org/wiki/高田藩"
"松代藩","長野県長野市松代町松代",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",138.19884,36.56311,"https://ja.wikipedia.org/wiki/松代藩"
"人吉藩","熊本県人吉市麓町",22000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",130.76347,32.20905,"https://ja.wikipedia.org/wiki/人吉藩"
"丸亀藩","香川県丸亀市一番丁",51512,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",133.7999,34.28639,"https://ja.wikipedia.org/wiki/丸亀藩"
"豊岡藩","兵庫県豊岡市京町",15000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",134.82062,35.54137,"https://ja.wikipedia.org/wiki/豊岡藩"
"峰山藩","京都府京丹後市峰山町吉原",11144,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",135.05319,35.62963,"https://ja.wikipedia.org/wiki/峰山藩"
"多度津藩","香川県仲多度郡多度津町家中",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",133.75444,34.27568,"https://ja.wikipedia.org/wiki/多度津藩"
"日出藩","大分県速見郡日出町",25000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",131.45985,33.37159,"https://ja.wikipedia.org/wiki/日出藩"
"足守藩","岡山県岡山市北区足守",25000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",133.80089,34.7279,"https://ja.wikipedia.org/wiki/足守藩"
"新発田藩","新潟県新発田市大手町",100000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/149",139.32405,37.95028,"https://ja.wikipedia.org/wiki/新発田藩"
"沼津藩","静岡県沼津市大手町",50000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",138.8627,35.10357,"https://ja.wikipedia.org/wiki/沼津藩"
"山形藩","山形県山形市霞城町",50000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",140.3287,38.25608,"https://ja.wikipedia.org/wiki/山形藩"
"結城藩","茨城県結城市結城",18000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",139.8737,36.29473,"https://ja.wikipedia.org/wiki/結城藩"
"鶴牧藩","千葉県市原市椎津",15000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",140.03716,35.45971,"https://ja.wikipedia.org/wiki/鶴牧藩"
"美作勝山藩","岡山県真庭市勝山",23000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",133.69173,35.08699,"https://ja.wikipedia.org/wiki/美作勝山藩"
"田原藩","愛知県田原市田原町巴江",12072,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",137.27032,34.67523,"https://ja.wikipedia.org/wiki/田原藩"
"佐土原藩","宮崎県宮崎市佐土原町上田島",27070,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",131.42967,32.04858,"https://ja.wikipedia.org/wiki/佐土原藩"
"麻生藩","茨城県行方市麻生",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",140.48483,35.99019,"https://ja.wikipedia.org/wiki/麻生藩"
"菰野藩","三重県三重郡菰野町菰野",11000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",136.48105,35.00646,"https://ja.wikipedia.org/wiki/菰野藩"
"小野藩","兵庫県小野市西本町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",134.933,34.84502,"https://ja.wikipedia.org/wiki/小野藩"
"小松藩","愛媛県西条市小松町新屋敷",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",133.11064,33.89582,"https://ja.wikipedia.org/wiki/小松藩"
"長府藩","山口県下関市長府宮崎町",50000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",130.99249,33.99147,"https://ja.wikipedia.org/wiki/長府藩"
"徳山藩","山口県周南市徳山",40010,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",131.81442,34.05463,"https://ja.wikipedia.org/wiki/徳山藩"
"佐伯藩","大分県佐伯市大手町",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",131.89243,32.95686,"https://ja.wikipedia.org/wiki/佐伯藩"
"清末藩","山口県下関市清末",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",131.02957,34.06361,"https://ja.wikipedia.org/wiki/清末藩"
"赤穂藩","兵庫県赤穂市上仮屋",20000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",134.38803,34.74786,"https://ja.wikipedia.org/wiki/赤穂藩"
"三日月藩","兵庫県佐用郡佐用町三日月",15000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",134.4427,34.9798,"https://ja.wikipedia.org/wiki/三日月藩"
"生実藩","千葉県千葉市中央区生実町",10000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/150",140.15024,35.56475,"https://ja.wikipedia.org/wiki/生実藩"
"出石藩","兵庫県豊岡市出石町内町",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/151",134.87279,35.46062,"https://ja.wikipedia.org/wiki/出石藩"
"新見藩","岡山県新見市新見",18000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/151",133.47281,34.98388,"https://ja.wikipedia.org/wiki/新見藩"
"諏訪藩","長野県諏訪市高島",30000,"http://dl.ndl.go.jp/info:ndljp/pid/1177382/151",138.11111,36.03765,"https://ja.wikipedia.org/wiki/諏訪藩"
